Project Geographic District ,Project Building Identifier,Project School Name,Project Type,Project Description,Project Phase Name,Project Status Name,Project Phase Actual Start Date,Project Phase Planned End Date,Project Phase Actual End Date,Project Budget Amount,Final Estimate of Actual Costs Through End of Phase Amount,Total Phase Actual Spending Amount,DSF Number(s),Valid Row,Overrun Amount,Overrun Percentage,Cost Overrun
27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,PNS,,,PNS,0,0,0,DSF0001087078,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,0,0,0,DSF0001087078,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,,,PNS,0,0,0,DSF0001087078,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Scope,PNS,,,PNS,0,0,0,DSF0001087079,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Design,PNS,,,PNS,0,0,0,DSF0001087079,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,Construction,PNS,,,PNS,0,0,0,DSF0001087079,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A GYMNASIUM UPGRADE,"CM,F&E",PNS,,,PNS,0,0,0,DSF0001087079,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,SCA Furniture & Equipment,FY21 RESO A MOBILE SCIENCE LABS,F&E,PNS,,,PNS,150000,150000,0,DSF0001008123,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,150000,0,DSF0001033326,FALSE,,,
27,Q400,VOYAGES PREP - SOUTH QUEENS,DOE - RESOA,FY21 RESO A WATER FOUNTAIN UPGRADES,Construction,In-Progress,5/5/2023,,,,95143,0,DSF0001008134,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,DOE - RESOA,FY23 RESO A HYDROPONICS LAB,Construction,PNS,,,PNS,,123334,0,DSF0001036035,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,DOE - RESOA,FY24 RESO A SUPPLEMENTAL COOLING,Construction,PNS,,,PNS,,50000,0,DSF0001085611,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,DOE - RESOA,RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,,310979,0,DSF0001111929,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,DOE - Skilled Trades,SEWAGE EJECTOR PUMP REPLACEMENT,Construction,In-Progress,3/4/2021,,,,77011,0,DSF0000998663,FALSE,,,
27,Q400,AUGUST MARTIN HS - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADES,Construction,In-Progress,8/8/2023,,,,311101,0,DSF0001085816,FALSE,,,
27,Q401,AUGUST MARTIN HS - QUEENS,SCA CIP,ATHLETIC FIELD UPGRADE / PATH OF TRAVEL ATHLETIC FIELD UPGRADE / FIELD HOUSE,Scope,Complete,5/22/2020,11/14/2022,11/9/2022,439294,1017571,1001751,"DSF0000949713, DSF0001007719, DSF0001008845",TRUE,562457,128.0365769,1
27,Q401,AUGUST MARTIN HS - QUEENS,SCA CIP,ATHLETIC FIELD UPGRADE / PATH OF TRAVEL ATHLETIC FIELD UPGRADE / FIELD HOUSE,Design,Complete,11/18/2022,5/18/2023,4/25/2023,2193674,2286556,2231133,"DSF0000949713, DSF0001007719, DSF0001008845",TRUE,37459,1.707591921,0
27,Q401,AUGUST MARTIN HS - QUEENS,SCA CIP,ATHLETIC FIELD UPGRADE / PATH OF TRAVEL ATHLETIC FIELD UPGRADE / FIELD HOUSE,Construction,In-Progress,2/5/2024,1/19/2027,,49116028,44716554,1512529,"DSF0000949713, DSF0001007719, DSF0001008845",TRUE,-47603499,-96.92049813,0
27,Q401,AUGUST MARTIN HS - QUEENS,SCA CIP,ATHLETIC FIELD UPGRADE / PATH OF TRAVEL ATHLETIC FIELD UPGRADE / FIELD HOUSE,"CM,F&E",In-Progress,2/5/2024,1/19/2027,,3096007,287908,279563,"DSF0000949713, DSF0001007719, DSF0001008845",TRUE,-2816444,-90.97020775,0
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,SEA WALL / BULKHEAD REPAIR,Scope,Complete,4/16/2019,7/16/2019,10/10/2019,,176197,174619,DSF0000904102,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,SEA WALL / BULKHEAD REPAIR,Design,In-Progress,11/20/2019,4/8/2020,,,778094,440196,DSF0000904102,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,SEA WALL / BULKHEAD REPAIR,Construction,PNS,,,PNS,,39988,39988,DSF0000904102,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,SEA WALL / BULKHEAD REPAIR,"CM,F&E",PNS,,,PNS,0,45850,45850,DSF0000904102,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION,Scope,Complete,4/11/2022,8/24/2022,3/15/2023,39968,96792,77384,"DSF0001025080, DSF0001075884",TRUE,37416,93.61489191,1
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION,Design,Complete,3/16/2023,8/16/2023,5/12/2023,199839,227987,202559,"DSF0001025080, DSF0001075884",TRUE,2720,1.361095682,0
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION,Construction,In-Progress,8/7/2023,1/17/2025,,4496384,4107021,572807,"DSF0001025080, DSF0001075884",TRUE,-3923577,-87.26071884,0
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,EXTERIOR MASONRY / FLOOD ELIMINATION,"CM,F&E",In-Progress,8/7/2023,1/17/2025,,279775,139790,82319,"DSF0001025080, DSF0001075884",TRUE,-197456,-70.57671343,0
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP RESOA,FY20 RESO A WEIGHT ROOM,Scope,Complete,5/7/2021,9/8/2021,9/18/2023,0,78277,76627,DSF0000913450,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP RESOA,FY20 RESO A WEIGHT ROOM,Design,Complete,9/19/2023,2/7/2024,4/9/2024,110262,93449,34030,DSF0000913450,TRUE,-76232,-69.13714607,0
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP RESOA,FY20 RESO A WEIGHT ROOM,Construction,PNS,,,PNS,1617178,1617178,18269,DSF0000913450,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP RESOA,FY20 RESO A WEIGHT ROOM,"CM,F&E",PNS,,,PNS,110262,110262,44441,DSF0000913450,FALSE,,,
27,Q410,BEACH CHANNEL H.S.,SCA Emergency Lighting,LL 41/16 COMPLIANCE,Scope,Complete,9/12/2003,9/12/2003,9/12/2003,720,210,210,DSF0000012009,TRUE,-510,-70.83333333,0
27,Q410,BEACH CHANNEL H.S.,SCA Emergency Lighting,LL 41/16 COMPLIANCE,Design,Complete,12/1/2004,5/15/2005,4/18/2005,2600,6281,6281,DSF0000012009,TRUE,3681,141.5769231,1
27,Q410,BEACH CHANNEL H.S.,SCA Emergency Lighting,LL 41/16 COMPLIANCE,Construction,In-Progress,9/7/2006,4/15/2007,,77000,81513,81342,DSF0000012009,TRUE,4342,5.638961039,1
27,Q410,BEACH CHANNEL H.S.,SCA Emergency Lighting,LL 41/16 COMPLIANCE,CM,In-Progress,9/7/2006,4/15/2007,,12240,20175,20175,DSF0000012009,TRUE,7935,64.82843137,1
27,Q410,ROCKAWAY PARK HS FOR ENVIRONMENTAL SUST - Q,SCA Furniture & Equipment,FY22 RESO A MOBILE SCIENCE LAB,F&E,In-Progress,4/30/2024,,,50000,50000,0,DSF0001033313,FALSE,,,
27,Q410,ROCKAWAY PARK HS FOR ENVIRONMENTAL SUST - Q,SCA Furniture & Equipment,FY23 RESO A TECHNOLOGY,F&E,PNS,,,PNS,50000,50000,50000,DSF0001036041,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,DIIT - RESOA,FY21 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,3/14/2021,,5/13/2024,,66666,66666,DSF0001008145,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,50000,0,DSF0001033883,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,12/21/2023,,3/13/2024,,50000,50000,DSF0001036039,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,12/17/2023,,3/13/2024,,54175,54175,DSF0001036040,FALSE,,,
27,Q410,ROCKAWAY COLLEGIATE HIGH SCHOOL - Q,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,Complete,10/20/2023,,3/21/2024,,50000,50000,DSF0001036042,FALSE,,,
27,Q410,Q256 SPED - QUEENS,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,250000,0,DSF0001086520,FALSE,,,
27,Q410,ROCKAWAY COLLEGIATE HIGH SCHOOL - Q,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,50000,0,DSF0001086522,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,DIIT - RESOA,FY24 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,50000,0,DSF0001086523,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,DOE - RESOA,RESO A GYMNASIUM UPGRADE,Construction,In-Progress,11/9/2017,,,,44426,0,DSF0000843948,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,DOE - RESOA,FY20 RESO A SUPPLEMENTAL COOLING,Construction,In-Progress,3/14/2022,,,,667207,0,DSF0000913452,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,DOE - RESOA,FY20 RESO A BATHROOM UPGRADES,Construction,In-Progress,5/5/2022,,,,615131,0,DSF0000913453,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,DOE - RESOA,FY24 RESO A ROOM CONVERSION,Construction,In-Progress,10/31/2023,,,,200000,0,DSF0001086524,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,DOE - Skilled Trades,CAFETERIA ENHANCEMENT EXPERIENCE,Construction,In-Progress,5/2/2024,,,,607815,0,DSF0000960861,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,6/26/2024,,,,65832,0,DSF0001084998,FALSE,,,
27,Q410,CHANNEL VIEW SCL FOR RESEARCH - Q,DOE - Skilled Trades,ELEVATOR PISTON REPLACEMENT,Construction,In-Progress,3/20/2024,,,,124663,0,DSF0001103786,FALSE,,,
27,Q411,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,TENNIS COURT REMEDIATION,Scope,Complete,6/18/2019,10/18/2019,9/13/2019,43620,82381,82381,DSF0000912277,TRUE,38761,88.8606144,1
27,Q411,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,TENNIS COURT REMEDIATION,Design,Complete,11/4/2019,4/8/2020,11/4/2021,218100,557678,498062,DSF0000912277,TRUE,279962,128.3640532,1
27,Q411,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,TENNIS COURT REMEDIATION,Construction,In-Progress,2/28/2022,8/21/2023,,4907250,5166538,4343527,DSF0000912277,TRUE,-563723,-11.48755413,0
27,Q411,CHANNEL VIEW SCL FOR RESEARCH - Q,SCA CIP,TENNIS COURT REMEDIATION,"CM,F&E",In-Progress,2/28/2022,8/21/2023,,305340,862097,821288,DSF0000912277,TRUE,515948,168.9749132,1
27,Q438,Q256 SPED - QUEENS,SCA IEH,PO18-SAFE ACCESS ABATEMENT,Construction,In-Progress,6/18/2024,,,,0,0,SCA0000073076,FALSE,,,
27,Q439,CURIOUS YOUNG LEARNERS PRE-K CENTER,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,6/26/2024,,,,50832,0,DSF0001085521,FALSE,,,
27,Q465,M.S. 282 - QUEENS,SCA CIP,PAVED AREAS CONCRETE- SIDEWALKS & COURTYARD,Scope,Complete,5/21/2021,8/20/2021,7/20/2021,25550,126509,106896,DSF0000961034,TRUE,81346,318.3796477,1
27,Q465,M.S. 282 - QUEENS,SCA CIP,PAVED AREAS CONCRETE- SIDEWALKS & COURTYARD,Design,Complete,8/4/2021,12/21/2021,11/22/2021,127750,206197,190510,DSF0000961034,TRUE,62760,49.12720157,1
27,Q465,M.S. 282 - QUEENS,SCA CIP,PAVED AREAS CONCRETE- SIDEWALKS & COURTYARD,Construction,In-Progress,7/29/2022,1/19/2024,,2874375,2612216,2491810,DSF0000961034,TRUE,-382565,-13.30950207,0
27,Q465,M.S. 282 - QUEENS,SCA CIP,PAVED AREAS CONCRETE- SIDEWALKS & COURTYARD,"CM,F&E",In-Progress,7/29/2022,1/19/2024,,178850,156999,151237,DSF0000961034,TRUE,-27613,-15.43919486,0
27,Q465,M.S. 282 - QUEENS,SCA CIP,SWIMMING POOL / LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,Complete,3/5/2021,4/11/2024,5/8/2024,83498,98082,98082,"DSF0000960879, DSF0001104185",TRUE,14584,17.46628662,1
27,Q465,M.S. 282 - QUEENS,SCA CIP,SWIMMING POOL / LOW VOLTAGE ELECTRICAL SYSTEMS,Design,Complete,5/8/2024,10/9/2024,5/15/2024,417490,280524,188783,"DSF0000960879, DSF0001104185",TRUE,-228707,-54.78143189,0
27,Q465,M.S. 282 - QUEENS,SCA CIP,SWIMMING POOL / LOW VOLTAGE ELECTRICAL SYSTEMS,Construction,PNS,,,PNS,9393530,9393530,104894,"DSF0000960879, DSF0001104185",FALSE,,,
27,Q465,M.S. 282 - QUEENS,SCA CIP,SWIMMING POOL / LOW VOLTAGE ELECTRICAL SYSTEMS,"CM,F&E",PNS,,,PNS,584486,584486,77185,"DSF0000960879, DSF0001104185",FALSE,,,
27,Q465,ACAD. OF MEDICAL TECHNOLOGY - Q,SCA CIP RESOA,FY23 RESO A ELECTRICAL UPGRADE,Scope,Complete,8/1/2023,12/4/2023,11/7/2023,0,4193,4193,DSF0001036061,FALSE,,,
27,Q465,ACAD. OF MEDICAL TECHNOLOGY - Q,SCA CIP RESOA,FY23 RESO A ELECTRICAL UPGRADE,Design,Complete,11/7/2023,4/11/2024,4/24/2024,30000,16772,16772,DSF0001036061,TRUE,-13228,-44.09333333,0
27,Q465,ACAD. OF MEDICAL TECHNOLOGY - Q,SCA CIP RESOA,FY23 RESO A ELECTRICAL UPGRADE,Construction,PNS,,,PNS,440000,440000,8798,DSF0001036061,FALSE,,,
27,Q465,ACAD. OF MEDICAL TECHNOLOGY - Q,SCA CIP RESOA,FY23 RESO A ELECTRICAL UPGRADE,"CM,F&E",PNS,,,PNS,30000,30000,6113,DSF0001036061,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,SCA CIP RESOA,RESO A RECORDING STUDIO,Scope,In-Progress,6/29/2023,10/30/2023,,0,7417,1652,DSF0001083966,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,SCA CIP RESOA,RESO A RECORDING STUDIO,Design,PNS,,,PNS,13263,13263,6608,DSF0001083966,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,SCA CIP RESOA,RESO A RECORDING STUDIO,Construction,PNS,,,PNS,194525,194525,0,DSF0001083966,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,SCA CIP RESOA,RESO A RECORDING STUDIO,"CM,F&E",PNS,,,PNS,13263,13263,128,DSF0001083966,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,SCA CIP RESOA,FY24 RESO A AUDITORIUM UPGRADE,Scope,In-Progress,12/4/2023,4/5/2024,,0,24248,2288,DSF0001086543,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,SCA CIP RESOA,FY24 RESO A AUDITORIUM UPGRADE,Design,PNS,,,PNS,45000,20752,9150,DSF0001086543,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,SCA CIP RESOA,FY24 RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,660000,660000,2031,DSF0001086543,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,SCA CIP RESOA,FY24 RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,,,PNS,45000,45000,12281,DSF0001086543,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Scope,PNS,,,PNS,0,0,0,DSF0001087086,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Design,PNS,,,PNS,0,0,0,DSF0001087086,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,Construction,PNS,,,PNS,0,0,0,DSF0001087086,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,SCA CIP RESOA,PATH OF TRAVEL RESO A AUDITORIUM UPGRADE,"CM,F&E",PNS,,,PNS,0,0,0,DSF0001087086,FALSE,,,
27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL ROOM CONVERSION / FY20 RESO A ROBOTICS LAB,Scope,Complete,12/13/2019,3/15/2022,3/16/2022,0,51681,42032,"DSF0000913457, DSF0000913458",FALSE,,,
27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL ROOM CONVERSION / FY20 RESO A ROBOTICS LAB,Design,Complete,3/16/2022,8/15/2022,4/4/2023,184639,141242,110314,"DSF0000913457, DSF0000913458",TRUE,-74325,-40.25422581,0
27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL ROOM CONVERSION / FY20 RESO A ROBOTICS LAB,Construction,In-Progress,11/24/2023,10/18/2024,,2708030,2839857,401656,"DSF0000913457, DSF0000913458",TRUE,-2306374,-85.16796343,0
27,Q465,M.S. 282 - QUEENS,SCA CIP RESOA,FY20 RESO A PATH OF TRAVEL ROOM CONVERSION / FY20 RESO A ROBOTICS LAB,"CM,F&E",In-Progress,11/24/2023,10/18/2024,,201265,115829,58712,"DSF0000913457, DSF0000913458",TRUE,-142553,-70.82850968,0
27,Q465,M.S. 282 - QUEENS,Fast Track Projects,LSP- DOMESTIC WATER HEATER,Construction,In-Progress,3/21/2022,,,,204777,109600,DSF0000961139,FALSE,,,
27,Q465,M.S. 282 - QUEENS,DIIT - RESOA,FY22 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,250000,0,DSF0001033308,FALSE,,,
27,Q465,M.S. 282 - QUEENS,DIIT - RESOA,FY23 RESO A TECHNOLOGY UPGRADE,Purch & Install,PNS,,,PNS,,254000,0,DSF0001036060,FALSE,,,
27,Q465,FREDERICK DOUGLASS ACADEMY VI HS-Q,DOE - RESOA,FY20 RESO A ROOM CONVERSION,Construction,In-Progress,9/20/2019,,,,274193,0,DSF0000912666,FALSE,,,
27,Q465,FREDERICK DOUGLASS ACADEMY VI HS-Q,DOE - RESOA,FY21 RESO A HYDROPONICS LAB,Construction,In-Progress,8/14/2021,,,,81607,0,DSF0001008183,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,DOE - RESOA,FY22 RESO A DIGITAL SIGN,Construction,PNS,,,PNS,,150000,0,DSF0001033309,FALSE,,,
27,Q465,FREDERICK DOUGLASS ACADEMY VI HS-Q,DOE - RESOA,FY22 RESO A BATHROOM UPGRADES,Construction,In-Progress,1/5/2023,,,,1075538,0,DSF0001033882,FALSE,,,
27,Q465,FREDERICK DOUGLASS ACADEMY VI HS-Q,DOE - RESOA,FY23 RESO A ROOM CONVERSION,Construction,In-Progress,8/17/2023,,,,163886,0,DSF0001036059,FALSE,,,
27,Q465,QNS HS FOR INF. RESEARCH & TECH.-Q,DOE - RESOA,FY24 RESO A SUPPLEMENTAL COOLING,Construction,PNS,,,PNS,,750000,0,DSF0001087163,FALSE,,,
27,Q465,M.S. 282 - QUEENS,DOE - Skilled Trades,ACE BOILER CONTROLS UPGRADE,Construction,In-Progress,3/31/2023,,,,62936,0,DSF0000866133,FALSE,,,
27,Q465,M.S. 282 - QUEENS,DOE - Skilled Trades,OUTDOOR CLASSROOM,Construction,In-Progress,5/3/2024,,,,269024,0,DSF0001034902,FALSE,,,
27,Q465,M.S. 282 - QUEENS,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,6/26/2024,,,,65832,0,DSF0001085011,FALSE,,,
27,Q468,CURIOUS YOUNG LEARNERS PRE-K CENTER,DOE - Skilled Trades,SCHOOL ENTRY LOCKING AND EMERGENCY NOTIFICATION SOLUTION,Construction,In-Progress,11/9/2023,,,,65832,0,DSF0001085526,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP,LOCKER ROOM UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / POOL WATER HEATER & FILTRATION,Scope,Complete,11/1/2019,4/26/2022,4/26/2022,244246,214504,213696,"DSF0000914309, DSF0000950068, DSF0001008647, DSF0000999054, DSF0001025518",TRUE,-30550,-12.5078814,0
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP,LOCKER ROOM UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / POOL WATER HEATER & FILTRATION,Design,Complete,4/27/2022,7/27/2022,5/6/2022,1216979,1280889,1205578,"DSF0000914309, DSF0000950068, DSF0001008647, DSF0000999054, DSF0001025518",TRUE,-11401,-0.936827998,0
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP,LOCKER ROOM UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / POOL WATER HEATER & FILTRATION,Construction,In-Progress,7/11/2022,7/9/2024,,27014556,24742628,8702174,"DSF0000914309, DSF0000950068, DSF0001008647, DSF0000999054, DSF0001025518",TRUE,-18312382,-67.78709226,0
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP,LOCKER ROOM UPGRADE / LOW VOLTAGE ELECTRICAL SYSTEM / PLANYC BOILER CONVERSION / PLANYC CLIMATE CONTROL / POOL WATER HEATER & FILTRATION,"CM,F&E",In-Progress,7/11/2022,7/9/2024,,1741576,671391,621383,"DSF0000914309, DSF0000950068, DSF0001008647, DSF0000999054, DSF0001025518",TRUE,-1120193,-64.3206498,0
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,FY20 RESO A ROOM CONVERSION,Scope,PNS,,,PNS,0,0,0,DSF0000913039,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,FY20 RESO A ROOM CONVERSION,Design,PNS,,,PNS,10852,10852,0,DSF0000913039,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,FY20 RESO A ROOM CONVERSION,Construction,PNS,,,PNS,159168,159168,0,DSF0000913039,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,FY20 RESO A ROOM CONVERSION,"CM,F&E",PNS,,,PNS,10852,10852,0,DSF0000913039,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,RESO A CULINARY KITCHEN,Scope,In-Progress,12/7/2023,3/26/2024,,0,5866,101,DSF0001111753,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,RESO A CULINARY KITCHEN,Design,PNS,,,PNS,6000,6000,404,DSF0001111753,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,RESO A CULINARY KITCHEN,Construction,PNS,,,PNS,88000,88000,0,DSF0001111753,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,RESO A CULINARY KITCHEN,"CM,F&E",PNS,,,PNS,6000,6000,2424,DSF0001111753,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,RESO A SCIENCE LAB UPGRADE,Scope,In-Progress,12/7/2023,3/26/2024,,0,12792,76,DSF0001111752,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,RESO A SCIENCE LAB UPGRADE,Design,PNS,,,PNS,36000,23208,303,DSF0001111752,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,RESO A SCIENCE LAB UPGRADE,Construction,PNS,,,PNS,528000,528000,0,DSF0001111752,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,RESO A SCIENCE LAB UPGRADE,"CM,F&E",PNS,,,PNS,36000,36000,2010,DSF0001111752,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,FY24 RESO A ROOM CONVERSION,Scope,In-Progress,12/7/2023,4/4/2024,,0,14556,0,DSF0001086548,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,FY24 RESO A ROOM CONVERSION,Design,PNS,,,PNS,45000,30444,0,DSF0001086548,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,FY24 RESO A ROOM CONVERSION,Construction,PNS,,,PNS,660000,660000,0,DSF0001086548,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,FY24 RESO A ROOM CONVERSION,"CM,F&E",PNS,,,PNS,45000,45000,2925,DSF0001086548,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Scope,In-Progress,4/29/2024,7/31/2024,,0,0,0,DSF0001087088,FALSE,,,
27,Q475,RICHMOND HILL HS - QUEENS,SCA CIP RESOA,PATH OF TRAVEL RESO A ROOM CONVERSION,Design,PNS,,,PNS,0,0,0,DSF0001087088,FALSE,,,
